,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Death_Rate,Population_15_64_rate,Population_65_above,Cotisation sociale,Life_expectancy_in_years,gov_health_exp_as_perc_of_gdp,undernourished_population_rate,population_rate_with_water_access,mortality_cvd_crd_cancer_diabete_30_70,uhc_service_coverage,population_growth_rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44
98,Niger,NER,2000,52.659,5854008,5768657,11622665,15.3,0.262,76.8338891,16.186,17.431,5874510.0,260213.0,,49.322,1.12999868,,37.4862898335816,21.6,15.0,3.42375005583503,68.173,192.877725789359,40.4559536522932
99,Nicaragua,NIC,2000,27.61,2528472,2594751,5123222,18.0,0.566,21.72911591,55.185,5.547,2886604.0,164294.0,,67.234,2.56718183,,80.6461725738748,15.3,47.0,1.44194534225615,32.986,996.89785199474,46.54785757862706
100,Netherlands,NLD,2000,13.0,7877546,8047967,15925513,36.4,0.893,16.7914327,76.795,8.8,10800244.0,2166164.0,,77.9878048780488,5.31053734,,99.999996990304,16.5,75.0,0.714770362784392,52.304,26214.498549887,42.13633160176798
101,Norway,NOR,2000,13.2,2224232,2266735,4490967,35.8,0.913,10.09080673,76.02,9.8,2911610.0,680759.0,,78.6341463414634,6.29948044,,100.0,14.3,72.0,0.649044821192665,59.26,38178.2368777076,40.506984681630286
102,Nepal,NPL,2000,30.614,12397651,12161850,24559500,18.4,0.467,67.03447171,13.397,8.294,13651335.0,924334.0,,62.614,0.48485139,,79.6697888529143,19.2,20.0,1.70977588565454,19.218,223.711891850609,43.057661583462256
103,New Zealand,NZL,2000,14.66,1893809,1963891,3857700,33.3,0.887,6.76699141,86.021,6.91,2527570.0,451541.0,,78.6365853658537,5.56446981,,99.9999997720245,15.9,75.0,0.587564086381346,53.978,13641.1027183822,43.83227388248149
104,Oman,OMN,2000,24.787,1343767,1000486,2344253,19.6,0.705,43.15936887,71.569,3.156,1415181.0,57434.0,,73.466,2.50450301,,85.6380751384865,34.9,61.0,1.35943683310458,21.683,8321.39386651557,46.30447287394683
105,Pakistan,PAK,2000,35.761,79746052,74623871,154369924,17.2,0.441,57.71889497,32.982,8.77,82770846.0,5343828.0,,62.102,0.96825689,,87.3640207649067,33.5,22.0,3.07555291166784,16.06,644.457156981743,42.86686466005719
106,Panama,PAN,2000,23.538,1508117,1493614,3001731,23.3,0.721,16.61990036,62.198,4.768,1878936.0,152221.0,,74.001,4.6724925,,89.5552977125429,12.4,62.0,1.97188791278722,40.422,4099.00653989315,48.44061168393851
107,Peru,PER,2000,23.719,13290367,13364073,26654439,21.5,0.676,27.58052413,73.042,5.782,16180405.0,1254959.0,,70.424,2.34087849,,80.1488865847973,12.1,48.0,1.52044227070086,50.899,1941.318259717,47.612166875030084
108,Philippines,PHL,2000,28.769,39394372,38563851,77958223,20.0,0.633,28.6033286,46.135,5.729,45631212.0,2941708.0,,69.413,1.3564229,,85.9786535058569,23.1,36.0,2.21679406368577,45.258,1073.26443619332,46.40041006278129
109,Papua New Guinea,PNG,2000,34.152,2876874,2631423,5508297,18.5,0.447,16.74391589,13.204,7.471,3160220.0,125779.0,,61.72,1.70150447,,31.7545561183875,31.4,25.0,3.4521329401203,69.87,639.279199918609,47.42255426056549
110,Poland,POL,2000,9.9,18574609,19684019,38258629,34.3,0.793,27.85155025,61.716,9.6,26207082.0,4656719.0,,73.7487804878049,3.6070292,,,25.0,66.0,-1.04433539837844,40.798,4501.47996121234,43.370304749487566
111,Portugal,PRT,2000,11.7,4962453,5327445,10289898,36.7,0.791,11.7170415,54.399,10.2,6932040.0,1674526.0,29.2783628647794,76.3146341463415,5.99815702,,99.2296653665282,15.8,74.0,0.702859953319024,50.208,11526.3720667968,42.468693506224184
112,Paraguay,PRY,2000,27.171,2589005,2534814,5123819,19.1,0.649,15.78350996,55.331,5.621,2914399.0,217432.0,,69.75,2.32489133,,76.2362190151531,16.8,48.0,1.92694524157704,47.558,1728.34074341006,45.282465442737546
113,Qatar,QAT,2000,19.18,433815,212122,645937,28.8,0.801,77.779763,96.311,2.278,485368.0,8087.0,,74.828,1.1739918,,99.9029247892536,27.6,52.0,5.18445021336724,43.295,27494.7713320186,53.91331403626214
114,Romania,ROU,2000,10.4,10871696,11571276,22442971,33.6,0.715,19.83799172,53.004,11.4,15267823.0,2997589.0,,71.1634146341463,3.33585477,,100.0,26.5,69.0,-0.129440039806255,54.493,1659.92904910528,43.11347563886116
115,Rwanda,RWA,2000,40.923,3904282,4205706,8109989,15.4,0.34,38.80035805,14.926,15.774,4177794.0,194590.0,,47.129,0.64626944,,44.4877400812649,36.7,19.0,1.24573125745531,46.674,255.111967825778,44.31940796622491
116,Saudi Arabia,SAU,2000,27.656,12317247,9230142,21547390,21.2,0.737,57.83613661,79.848,3.482,13243732.0,567406.0,,72.467,3.03456283,,,25.5,65.0,2.52723635699494,14.558,8795.26059641872,47.895351989167686
117,Sudan,SDN,2000,38.097,13231789,13066984,26298773,16.0,0.424,50.10416571,32.495,9.699,13811387.0,661025.0,,58.319,1.21998167,,44.6474372791814,26.1,25.0,2.55963690837227,23.196,378.157501220703,43.85051669153337
118,Senegal,SEN,2000,39.169,4786669,4917618,9704287,16.4,0.388,63.66018386,40.32,11.181,5102974.0,318989.0,,56.943,1.25274444,,59.7555406350506,22.2,21.0,2.35349186373024,30.622,619.642123524918,43.12247750053764
119,Singapore,SGP,2000,13.7,2058118,1969770,4027887,33.7,0.831,18.36867682,100.0,4.5,3004812.0,254469.0,,77.9512195121951,1.21474111,,100.0,16.5,64.0,1.73204223254257,50.474,23852.8389514753,51.76286166131527
120,Solomon Islands,SLB,2000,35.271,222168,207810,429978,17.3,0.486,10.60395119,15.813,5.939,231735.0,14275.0,,67.225,4.44415522,,78.684962029243,34.7,31.0,2.53167345846883,80.856,976.428268952486,44.5707617535249
121,Sierra Leone,SLE,2000,44.991,2275881,2308186,4584067,16.9,0.318,50.41239821,35.626,19.794,2414592.0,157898.0,,45.05,2.07760668,,41.0842285669832,23.0,14.0,2.40478419249569,63.059,138.713941615327,41.802025486680854
122,El Salvador,SLV,2000,27.465,2869807,3088675,5958482,20.2,0.617,30.14238869,58.912,5.876,3454333.0,290403.0,12.4308817274364,69.865,3.94314837,,78.6360268784025,10.5,52.0,0.582883767568532,43.645,1977.84061443838,46.18016687088045
123,Serbia,SRB,2000,9.8,3628454,3887892,7516346,38.6,0.69,33.01938236,52.769,13.8,5176069.0,1103541.0,,71.5829268292683,4.25570917,,89.3067886279812,29.5,44.0,-0.319524801286905,39.891,914.785719885861,39.706918529520124
124,Sao Tome and Principe,STP,2000,39.438,71620,72094,143714,16.7,0.501,34.15202995,53.424,9.334,75943.0,6131.0,,61.655,3.44105196,,68.7559974594775,22.0,33.0,1.33511835347824,30.797,557.0,44.34557660831689
125,Slovenia,SVN,2000,9.1,967614,1021311,1988925,36.8,0.821,22.23019169,50.754,9.3,1393808.0,276452.0,,75.4121951219512,5.57140017,,99.5,18.5,73.0,0.29607496005045,47.803,10201.3035366727,43.29102532395903
126,Sweden,SWE,2000,10.2,4386578,4485532,8872109,38.3,0.904,8.433887717,84.026,10.5,5705560.0,1531731.0,,79.6439024390244,6.18943739,,99.4807523698333,13.2,72.0,0.160575484575313,55.199,29624.9126748618,37.75058288831222
127,Eswatini,SWZ,2000,32.162,496570,533927,1030496,16.2,0.471,24.84005617,22.686,14.521,551111.0,24210.0,,47.256,2.41081047,,53.4105715325038,37.9,36.0,1.18369298761011,33.122,1686.6575322622,44.777001350371876
128,Chad,TCD,2000,51.324,4111592,4147546,8259137,14.6,0.291,60.26263791,21.637,18.088,3998960.0,231677.0,,47.443,2.07553267,,38.6325922411663,24.6,15.0,3.41450024149477,59.897,168.117658247775,40.22482694885446
129,Togo,TGO,2000,38.668,2495124,2512911,5008035,17.2,0.446,50.96507963,32.907,11.898,2717963.0,140616.0,,54.742,0.29096901,,45.4372036960573,26.5,19.0,2.8372567506566,52.944,297.899506747022,43.830859907095835
130,Thailand,THA,2000,13.526,31072431,31994172,63066603,30.1,0.653,34.53332391,31.386,6.043,44047866.0,3847442.0,,72.316,1.71153057,,94.1153642465379,20.2,43.0,0.994280693095973,63.507,2004.10705891031,50.9282464151322
131,Tajikistan,TJK,2000,31.771,3079596,3193403,6272998,17.2,0.56,40.96379882,26.501,7.54,3380066.0,224696.0,,63.26,0.88544548,,56.5062298278567,28.2,42.0,1.33895806972214,26.974,137.18190923442,45.652967328734775
132,Tonga,TON,2000,28.378,52142,50460,102603,19.3,0.685,10.90395976,23.012,6.759,57786.0,5538.0,,68.978,2.30323911,,98.142789835481,27.6,43.0,0.607084495200795,41.874,1996.51557758043,44.13198573127235
133,Trinidad and Tobago,TTO,2000,15.211,659662,672541,1332203,26.3,0.712,21.56575577,55.905,6.98,917746.0,70757.0,,69.102,1.56699646,,92.204244926856,28.7,53.0,0.386573317672307,40.153,6120.94270389706,51.09041679243351
134,Tunisia,TUN,2000,17.002,4960458,4932858,9893316,23.3,0.658,34.07548389,63.432,4.773,6372054.0,539015.0,,73.69,2.53482223,,89.0557231259084,19.1,44.0,1.06953869345051,19.903,2170.50867078119,50.77590422995195
135,Tanzania,TZA,2000,42.131,17040809,17422895,34463704,16.3,0.398,24.45378932,22.309,13.251,18111015.0,959694.0,,52.362,0.74586421,,28.6664217644613,23.1,20.0,2.83680794271469,81.737,399.462768554688,42.9406307045988
136,Uganda,UGA,2000,48.593,11750782,12269915,24020697,13.8,0.394,39.92874967,14.786,15.297,11358715.0,537614.0,,48.342,1.26929665,,26.4169299289341,30.3,22.0,3.13535567369772,60.832,257.829605739453,40.36988681788394
137,Ukraine,UKR,2000,7.8,22773527,26402974,49176500,36.8,0.7,19.38182436,67.145,15.4,33683917.0,6863137.0,30.4146152128372,67.6756097560976,2.51132536,,98.1435324295566,34.7,53.0,-1.00657902702927,47.02,658.344604492188,40.98774213999417
138,Uruguay,URY,2000,15.768,1594941,1697283,3292224,30.9,0.753,10.1405298,92.028,9.124,2058876.0,431379.0,28.9204178648982,75.025,3.82681274,,96.979327450984,20.5,65.0,0.403611037153845,41.222,6932.47813396337,41.337537699959285
139,United States,USA,2000,14.4,138910694,143251716,282162411,34.2,0.891,11.94563014,79.057,8.5,186952253.0,34755721.0,,76.6365853658537,5.54301786,,,18.1,78.0,1.11276899679534,56.445,36329.9560727102,43.30037123913195
140,Uzbekistan,UZB,2000,21.4,12329367,12321034,24650400,20.2,0.607,37.00236184,46.126,5.5,14427841.0,1132879.0,,65.724,2.00684047,,87.3126001661737,34.2,55.0,1.38374682096563,40.598,558.226802377,46.7274176513207
141,Samoa,WSM,2000,31.005,95721,88287,184008,18.5,0.683,11.04364215,21.977,5.138,100501.0,7915.0,,70.746,3.67396593,,87.0628271690696,33.7,41.0,0.981387870498847,39.473,1406.76568300557,42.97291787012809
142,South Africa,ZAF,2000,20.705,22221377,24591889,46813266,20.9,0.633,28.69361318,56.891,10.174,28369978.0,1946010.0,,58.47,2.68480206,,84.5774597478668,32.6,43.0,0.962864025570883,40.049,3241.66139605189,47.46050715055901
143,Zambia,ZMB,2000,45.866,4762771,5128364,9891136,14.6,0.418,26.61195132,34.802,16.876,4881644.0,220577.0,,45.231,3.18158031,,47.0029309702879,33.0,28.0,2.76660559103692,46.064,364.026145370374,42.763013701835476
144,Zimbabwe,ZWE,2000,35.637,5621605,6213071,11834676,16.8,0.452,23.89897215,33.758,16.801,6499635.0,363998.0,,44.686,,,71.8693891831637,21.4,30.0,1.0039687523875,57.841,565.284389703613,47.30019985285856
145,Afghanistan,AFG,2001,48.979,9895467,9793166,19688632,14.1,0.337,,22.169,11.713,9420854.0,449855.0,,55.798,,46.4,27.4735802318339,42.1,,0.742516834396313,13.758,125.0,39.38840105436792
146,Angola,AGO,2001,47.574,8322504,8619083,16941587,15.6,0.386,,51.274,17.789,8678285.0,418137.0,5.82229565484882e-06,46.59,2.04631472,67.8,42.254675873402,28.4,,3.28521723299089,73.098,527.464118409977,41.76163182102037
147,Albania,ALB,2001,16.12,1516640,1543533,3060173,26.8,0.684,,42.435,5.872,1928110.0,249263.0,,75.639,2.75328398,4.9,86.9040684917649,15.7,,-0.93847042771206,39.942,1281.6598256178,45.98481890884496
148,United Arab Emirates,ARE,2001,16.525,2363814,1090383,3454198,26.3,0.8,,80.655,2.047,2687280.0,30598.0,,74.636,1.91322362,3.1,99.6138876852048,24.2,,5.31707596147158,32.974,29909.0094348435,58.98468703198784
149,Argentina,ARG,2001,18.983,18484124,18996369,37480493,26.9,0.784,,89.329,7.549,23325364.0,3674270.0,,74.186,4.59210253,3.1,96.5228198652942,20.2,,1.0991714603689,40.958,7168.97587232911,42.753303085271284
150,Armenia,ARM,2001,12.157,1477059,1656074,3133133,29.1,0.666,,64.385,8.344,2023610.0,296387.0,,70.932,1.33908558,25.7,95.5879594087231,26.2,,-1.12320863167984,48.088,676.150011307766,46.877631410905735
151,Australia,AUS,2001,12.7,9563615,9711085,19274701,34.7,0.9,,84.1,6.6,12909312.0,2403350.0,,79.6341463414634,5.46306753,2.5,99.7112440939618,12.6,,1.28396809127349,51.487,19695.7297379144,43.412211621832746
152,Austria,AUT,2001,9.4,3894335,4147958,8042293,37.5,0.876,,59.934,9.3,5448046.0,1241307.0,,78.5756097560976,6.82649803,2.5,100.0,14.7,,0.382799394483217,47.32,24558.7636778868,41.69280164877985
153,Azerbaijan,AZE,2001,13.6,3904764,4206436,8111200,24.8,0.632,,51.587,5.6,5209603.0,465873.0,,65.51,0.79006773,16.8,74.6393821043784,31.9,,0.774765939386613,62.119,703.670998584686,51.15757211135491
154,Burundi,BDI,2001,42.882,3183686,3282043,6465729,14.9,0.299,,8.461,15.316,3228115.0,156395.0,,48.431,1.69244206,,51.2344752955927,35.1,,2.47511575866868,81.479,135.606475784646,40.96055414264832
155,Belgium,BEL,2001,11.2,5030684,5255887,10286570,38.1,0.89,,97.186,10.1,6743920.0,1736652.0,,77.9731707317073,6.13948441,2.5,99.9999985672575,15.1,,0.343951157623668,38.965,23015.0712632462,40.04943162553313
156,Benin,BEN,2001,41.375,3576763,3635278,7212041,16.2,0.428,,38.65,11.825,3730128.0,234899.0,,56.66,0.92711985,17.3,62.0016480421804,25.3,,3.0124309700982,64.064,508.34744771123,41.89597630442242
157,Burkina Faso,BFA,2001,44.812,6038895,6210869,12249764,15.5,0.299,,18.54,15.071,6221808.0,354543.0,,51.071,0.97162038,22.9,57.7408444436632,25.6,,3.04072894648829,65.689,260.443473110803,41.46119959532236
158,Bangladesh,BGD,2001,28.49,67083138,64587346,131670484,20.0,0.492,,24.096,6.75,78139758.0,5047659.0,,66.135,0.45552713,15.6,94.9936859433404,22.8,,1.89925268099487,27.22,410.048540904043,48.20121343892971
159,Bulgaria,BGR,2001,8.5,3857899,4151243,8009142,38.9,0.734,,69.166,14.0,5427238.0,1363803.0,,71.7682926829268,3.84590173,3.9,99.7714310301605,28.1,,-1.99063220438276,37.693,1770.90704918691,40.16169244722088
160,Bahrain,BHR,2001,20.129,431149,299108,730257,25.5,0.804,,88.369,2.516,502617.0,18058.0,,75.908,2.49878359,,99.9567270815289,30.2,,2.6102630692956,34.574,12291.8326130535,53.95418035321749
161,Bosnia and Herzegovina,BIH,2001,9.816,2046480,2148452,4194932,33.2,0.672,,42.698,8.187,2907936.0,494017.0,,75.06,4.33064938,3.4,97.2215557676292,21.9,,0.372139796167984,20.559,1382.7674599413,45.26030835224618
162,Belarus,BLR,2001,9.2,4623156,5305393,9928549,35.9,0.716,,70.458,14.1,6754627.0,1405105.0,,68.5073170731707,4.25791645,2.5,98.3485371263131,34.5,,-0.512966688341309,48.936,1244.37318523431,42.95906085589106
163,Belize,BLZ,2001,29.845,125328,122772,248100,18.8,0.643,,45.381,5.936,140357.0,9774.0,,68.357,2.37360358,6.3,88.0819577807628,20.3,,3.15027299454963,33.215,4708.29493729742,47.25303815202168
164,Bolivia,BOL,2001,29.052,4418319,4327765,8746084,19.8,0.632,,62.306,9.636,4963640.0,445069.0,,62.843,2.61401916,27.8,81.4940913476166,20.2,,1.76981723900868,57.957,930.875684294239,43.914110401096224
165,Brazil,BRA,2001,19.271,88233218,89978663,178211881,24.7,0.686,,81.553,6.303,116036453.0,10005125.0,,70.195,3.51298475,10.7,93.8143435778762,21.1,,1.32069475807143,44.689,3142.23513974908,49.14926637024343
166,Barbados,BRB,2001,13.823,127156,138220,265377,32.8,0.756,,33.629,9.338,178066.0,29834.0,,74.247,2.94435692,6.1,98.3344248775752,16.3,,0.271680851742656,56.265,11510.0404330443,45.868542902619
167,Botswana,BWA,2001,28.906,855998,905932,1761930,18.7,0.586,,54.062,13.424,1026961.0,57257.0,,50.676,3.50531387,23.8,75.5201052025927,38.2,,2.0032685597646,38.239,3115.6789995428,49.20965370469301
168,Central African Republic,CAF,2001,42.809,1932553,1912220,3844773,15.8,0.332,,37.72,17.245,2008702.0,80104.0,,45.393,1.51679349,38.5,57.8285774419049,41.0,,2.25163751502407,59.535,242.575726772934,43.44837414105069
169,Canada,CAN,2001,10.8,15366067,15654835,31020902,36.2,0.892,,79.81,7.1,21262292.0,3901817.0,20.2841026881349,79.3980487804878,6.27900839,2.5,99.2315101664022,14.0,,1.08635096562717,55.658,23822.0601178964,43.59586840611157
170,Switzerland,CHE,2001,10.0,3533011,3696843,7229854,37.9,0.89,,73.375,8.5,4877527.0,1115409.0,,80.1804878048781,2.82851839,2.5,100.0,12.0,,0.632771238018431,56.748,39638.7911061864,41.329449255777384
171,Chile,CHL,2001,15.658,7711571,7812408,15523978,28.3,0.768,,86.363,5.157,10169856.0,1268831.0,,76.773,2.60041094,3.5,96.062891345866,14.7,,1.11531304820862,32.363,4610.59269464898,46.74969911643753
172,China,CHN,2001,13.38,650413443,621436557,1271850000,29.5,0.593,,37.093,6.43,878790092.0,90569395.0,,72.606,0.9747563,10.2,79.2533944100334,22.7,,0.726380637838525,67.604,1053.11231446589,50.30313913195536
173,Cote d'Ivoire,CIV,2001,44.194,8688294,8557174,17245468,16.2,0.456,,43.568,14.148,8985862.0,441195.0,,50.81,0.50978744,18.2,70.7542299686215,27.7,,2.61901409623771,46.947,974.77998497188,44.313823699272604
174,Cameroon,CMR,2001,40.775,7689826,7803427,15493253,16.1,0.46,,46.139,13.237,8006316.0,510030.0,,53.142,0.7802825,22.7,57.0664321951166,28.2,,2.62667387658374,72.713,706.984217524458,42.164026138772144
175,Colombia,COL,2001,21.576,19769644,20068231,39837875,23.3,0.667,,74.379,5.35,25148826.0,1859916.0,,71.502,4.4598279,8.9,92.2691173355502,14.5,,1.57553237214944,43.006,2465.00701162874,48.79801562977824
176,Comoros,COM,2001,35.505,272077,275663,547741,15.6,0.47,,28.036,10.292,274253.0,21250.0,,59.163,0.53475738,25.2,90.8413592153922,24.7,,2.02552063213452,30.617,691.041978010695,41.554286294703545
177,Costa Rica,CRI,2001,19.104,2039504,2013719,4053222,24.8,0.715,,60.41,4.089,2587214.0,242344.0,33.1818144045472,77.545,4.24420071,4.7,94.9068629158445,12.8,,1.84330854695316,39.108,3941.59864349203,48.11825781054855
178,Cuba,CUB,2001,12.171,5585454,5553672,11139127,32.7,0.7,,75.555,7.318,7684033.0,1126647.0,,76.421,5.6706562,2.5,91.8814444562861,18.7,,0.299718119482692,34.373,2844.24443674985,47.90721815159247
179,Cyprus,CYP,2001,12.182,486510,478320,964830,30.8,0.804,,68.769,7.316,658570.0,96839.0,,76.989,2.233531,5.2,99.8893195547174,13.4,,1.73474490066302,48.35,14821.447265625,46.56119334336846
180,Czechia,CZE,2001,8.9,4976754,5239852,10216605,36.7,0.818,,73.877,10.5,7166721.0,1408548.0,,75.1731707317073,5.12704372,2.5,99.8058281701324,21.6,,-0.375719704335905,46.181,6637.04165713981,41.51385870815963
181,Germany,DEU,2001,8.9,40049852,42300074,82349925,39.4,0.896,,75.17,10.1,55754780.0,13885440.0,,78.3292682926829,7.75525427,2.5,100.0,15.5,,0.168225361337335,45.498,23628.3272122367,39.818206793170106
182,Djibouti,DJI,2001,33.123,380707,384784,765490,19.2,0.371,,76.578,10.676,442659.0,24658.0,,56.903,1.25185072,42.1,75.4630899656442,23.1,,3.11224350831744,9.781,747.779122941073,46.6216110857
183,Denmark,DNK,2001,12.2,2649869,2708914,5358783,37.5,0.895,,85.15,10.9,3567227.0,794258.0,,76.7926829268293,7.04638386,2.5,99.9999997358549,17.9,,0.358315678955486,56.808,30751.654348268,39.50816393330102
184,Dominican Republic,DOM,2001,24.317,4397423,4271617,8669040,21.6,0.651,,62.565,6.201,5242444.0,426050.0,,69.642,1.70341122,20.6,91.1178324253381,13.7,,1.49044315561471,33.76,2953.24784377211,47.72803223323067
185,Algeria,DZA,2001,19.433,15912853,15288132,31200985,21.2,0.655,,60.712,4.987,19637295.0,1352757.0,,70.823,2.9254992,8.1,90.1134477964222,17.3,,1.37593080261361,9.017,1754.58236097572,50.911506032538625
186,Ecuador,ECU,2001,24.912,6432559,6412962,12845521,21.4,0.693,,60.799,4.935,7711620.0,630599.0,,73.24,1.25510871,21.0,83.0397753678423,13.0,,1.71968558942167,44.47,1904.81367007224,46.507464101611724
187,Spain,ESP,2001,9.9,20010746,20839665,40850412,36.8,0.83,,76.343,8.8,27974777.0,6934884.0,,79.3682926829268,4.87444878,2.5,100.0,13.3,,0.694068084334464,33.417,15369.0011599444,44.65629862181726
188,Estonia,EST,2001,9.1,646722,741392,1388115,37.3,0.797,,69.242,13.3,937945.0,212029.0,,70.2585365853659,3.74119687,3.5,97.523173119615,26.9,,-0.63696312445507,45.115,4505.85833233188,39.61617555510142
189,Ethiopia,ETH,2001,44.029,34630056,34388876,69018932,15.1,0.301,,14.927,14.36,34404804.0,1825284.0,,51.043,2.01542306,46.7,20.2320410406542,26.0,,2.92127105923873,68.626,119.261857260772,40.553326023217465
190,Finland,FIN,2001,10.8,2533485,2654524,5188008,38.7,0.9,,82.368,9.4,3471758.0,782328.0,,77.9658536585366,5.52642822,2.5,100.0,13.8,,0.227687341886374,50.56,24967.7925153182,38.110178467259914
191,Fiji,FJI,2001,24.289,427971,413349,841320,21.4,0.686,,48.3,6.565,526193.0,27671.0,,66.34,2.08654332,4.0,94.844077072259,41.8,,1.05280543999033,35.054,1964.13020427679,48.38290599117696
192,France,FRA,2001,13.1,29761295,31606094,61367388,37.0,0.847,,76.127,8.8,39940381.0,9979617.0,40.0844066553259,79.1585365853659,7.06165648,2.5,100.0,13.8,,0.729430789508821,43.734,22449.3396931175,40.18094897932595
193,Gabon,GAB,2001,33.279,650791,655799,1306590,18.3,0.641,,79.633,9.847,713941.0,62286.0,,61.27,1.26300132,10.8,80.810459213385,29.5,,2.60954321589185,30.66,3844.56134920847,43.035518504907735
194,United Kingdom,GBR,2001,11.3,28822894,30296779,59119673,36.8,0.868,,78.751,10.2,38661576.0,9302522.0,,77.9926829268293,5.76992941,2.5,99.9999977127832,16.0,,0.384975969564228,51.864,27906.5695029641,40.73462006539332
195,Georgia,GEO,2001,11.77,1865663,2148711,4014373,32.6,0.706,,52.398,11.482,2608799.0,491496.0,,69.606,1.13540304,7.2,94.6659474636269,28.4,,-1.55123839698929,52.031,801.98383707929,43.580933053005104
196,Ghana,GHA,2001,35.635,10028005,10167572,20195577,17.4,0.505,,44.601,9.974,11099866.0,650830.0,,58.107,1.0631063,14.9,66.077473278295,24.3,,2.65976868907588,65.128,263.170141384943,45.67635447658271
197,Guinea,GIN,2001,41.003,4150573,4295144,8445717,16.1,0.352,,31.144,14.543,4269152.0,337258.0,,52.662,0.37107071,18.0,50.7276864760054,22.4,,1.29599678025488,60.524,335.014292883194,40.45259018091128
198,Equatorial Guinea,GNQ,2001,40.704,364688,354582,719270,17.7,0.522,,50.832,13.363,390561.0,22517.0,,53.636,0.18987545,,51.7904428199064,26.9,,4.88515477320107,45.889,2031.41938636331,42.102673006525976
199,Greece,GRC,2001,9.4,5411473,5450658,10862132,37.6,0.82,,72.913,9.4,7407059.0,1868221.0,,78.3878048780488,5.04882479,2.5,99.7101432587558,14.6,,0.51988446396193,33.449,12549.036894906,43.35117210715072
200,Guatemala,GTM,2001,34.143,5898649,5972917,11871565,16.9,0.556,,45.668,6.013,6263977.0,458771.0,2.27702378445949,67.946,1.98154283,22.7,86.8961188585213,14.8,,2.40240090043075,40.081,1550.36174652973,43.35110870505533
201,Guyana,GUY,2001,25.149,379218,380591,759809,21.3,0.584,,28.606,7.286,453029.0,28982.0,,64.788,1.63222313,6.4,88.8709622051583,34.5,,0.0998117091672832,29.649,937.29799220975,47.29296371568993
202,Honduras,HND,2001,32.986,3456257,3381604,6837861,17.3,0.559,,45.964,4.992,3732415.0,204936.0,,69.006,2.49121737,22.4,85.914407490473,16.9,,2.68473415634022,41.174,1118.94089428633,45.104431934603845
203,Croatia,HRV,2001,9.2,2061946,2237696,4299642,38.1,0.769,,53.642,11.2,2881412.0,687987.0,,74.5129268292683,5.89122486,6.9,98.6556186910646,22.3,,-3.8476707266781,36.238,5364.01024143422,39.9006048637234
204,Haiti,HTI,2001,30.994,4226169,4285558,8511728,18.4,0.472,,37.251,10.239,4791421.0,316849.0,,58.489,0.72717297,49.2,57.0607657143446,34.2,,1.79596365914658,50.824,743.911273104184,44.166652277253014
205,Hungary,HUN,2001,9.5,4844925,5342651,10187576,37.6,0.782,,64.67,13.0,6966362.0,1540479.0,,72.2487804878049,4.56684017,2.5,99.9646746356458,27.2,,-0.229379183308447,38.988,5276.03318905496,39.58422734393303
206,Indonesia,IDN,2001,21.548,109210886,107901551,217112437,24.0,0.604,,42.783,7.329,140342251.0,11121705.0,,66.758,0.77221799,19.0,76.2593157969917,25.7,,1.4100988547982,46.235,739.003946535355,49.74105284177055
207,India,IND,2001,26.728,558291332,520679574,1078970907,21.7,0.496,,27.918,8.558,655697139.0,49113495.0,,63.091,0.80468142,18.3,80.4891122986238,24.9,,1.80844642123748,27.961,449.911124933268,46.57939890054209
208,Ireland,IRL,2001,15.0,1921225,1945018,3866243,31.7,0.855,,59.399,7.8,2609285.0,430630.0,,77.1341463414634,5.014184,2.5,97.1473421011609,16.7,,1.59215149039299,48.475,28282.409882073,45.88496753605764
209,Iraq,IRQ,2001,35.618,12649980,12775683,25425663,17.1,0.596,,68.55,6.041,13621641.0,801083.0,,67.034,,21.7,81.7364115745549,28.7,,3.18401734533544,9.238,1422.83133890376,43.69516853600578
