"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Bolivie","BOL","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","9.63440860215054","13.7978681405448","9.22070196311719","2.05074730622176","7.6596963620739","8.16882831391515","7.82489565743779","7.40490542506755","5.50608688962825","6.01306208242624","6.60494465708079","11.5321339489466","12.8150834305422","8.55676301607803","9.90647586910788","8.55440460207172","9.22209486517414","8.66585016840027","10.1316198892256","7.8710944390221","7.58439139817322","4.71519332789464","7.01556118385957","","","","","","","","","","","","","","","",
"Brésil","BRA","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5529577946931","31.8870126994403","31.4412568226523","32.2561576862547","33.7823427905954","31.6180564110507","31.2806879470141","33.8720942275792","32.294274771461","31.8404309758304","34.5242938230532","30.7107736014885","28.5301073636796",
"Barbade","BRB","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.49434193534266","5.99757673667205","0.0522501452575143","0.0544893285337928","0.0403745801731948","0.0361808985303576","0.0298047067966338","0.0322277130086814","0.019588325670417","0.019632254558842","0.0181769664126604","0.0184177854275985","0.0217760992257744","0.00832839790453467","","","","","","",
"Brunéi Darussalam","BRN","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhoutan","BTN","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","0.413950119010659","0.206111658750784","","","","","","","","","","","","","","","","","","","0.344864416967816","0.327477924970244","0.307273061785581","0.318384410029486","0.345590703850077","0.0854980638639644","0.0835845498234651","0.0711006379707636","0.0738637652826444","0.0643893465160196","0.609653331664736","0.527984716249838","0.485621333093938","0.420877226999631","0.502146870181594","0.524297663321609","","",
"Botswana","BWA","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"République centrafricaine","CAF","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.39092949977901","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8651169569336","18.0182748741342","19.8778280847399","20.8386285590677","21.6748541096568","20.9594182500586","19.7304648717241","19.0992240206928","19.1120839014588","19.0361677106583","18.8661802378576","20.2841026881349","21.9101657296336","22.0997720899807","21.5349813283968","21.4261406175556","20.8268776579109","21.0190975213424","21.6219998839381","23.243451131495","23.0197142776156","22.4927020268273","23.2244548321586","23.7502395953775","23.4456523019303","23.2597246552576","23.202941330489","21.8087638681901","21.2381326161336","22.0732702311389","22.1392037143639","21.7174518688414","22.9504613084492",
"Europe centrale et les pays baltes","CEB","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1168257878629","33.7477140220088","32.8448741039205","32.0877950316228","30.5921565425244","32.864442208729","33.3214832217877","33.0384776402602","35.3454737651355","35.7194965203395","35.2999703045165","35.203627598857","34.196519497057","32.7226123363622","33.165209569181","32.7953069773229","31.4678847556496","33.131461567719","33.6537406946465","34.1971411661316","33.8053140392223","32.3641546246981","31.4735209106517","32.0507821982675","30.9776941871542","33.0761234444627","32.4502309416977","38.064810780743","32.876678160315","33.5099871292284","32.833666477079","",
"Suisse","CHE","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","36.3509593931281","43.1093289085546","44.2295293359123","46.1110471585895","44.3270950873813","46.168123375966","46.0642786890447","47.1582946653795","46.4895032097623","46.8746620525576","46.5699471532556","47.645982365663","47.6347947965486","","","","","","36.5231277649794","37.7020179758231","37.5670835768237","41.5132070232422","39.3197026097006","40.6205650055538","39.9148198083347","39.9076487948183","36.736925437675","37.983326296467","35.4302649544391","38.288426832576","38.980438134202","37.9934764208055","36.5711835557964","35.6967571465505","34.9513644777738","35.0543558331123","34.7137059126821","36.6083873085316","35.8546830116178","37.1563424947015","37.7777773002897","37.5251958484852","37.9815904993907","37.1673142707298","37.5070956206216","36.0975415119122","36.4324539391404","36.4691437961331","39.0176873024589","36.5718484479764","",
"Îles Anglo-Normandes","CHI","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chili","CHL","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","28.5714285714286","18.75","9.72762645914397","9.15721231766613","11.0214375788146","11.8478626725008","11.7566954153427","16.1312046904092","16.6448303738187","12.7254829580411","8.50393700787401","8.32556404997203","8.3751447317638","7.32001608794745","7.50823007010598","7.35661719719615","6.97384901506813","8.0050148879486","8.38434739657501","7.04169048392942","7.08873664112245","6.64857465241439","6.513489715926","6.09063376645127","6.09099083442267","6.12826169355828","6.44604660033447","6.81757325747903","6.57022529188154","6.63475617099406","6.94591516959635","6.87663655221664","6.44958927829717","5.91858766749222","5.23403618962165","4.88086792562641","5.60564175669385","7.46363356760434","6.25632560406024","5.89606227033918","6.272498800201","6.82840298248656","6.90217416623611","6.71412850656962","6.93408695748799","6.91575083057027","6.63068620824043","7.04351689273856","7.73597350599837","4.86441750641027","",
"Chine","CHN","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","29.5078247563752","30.5976982808333","31.2694220216201","32.0972168095844","37.8557216163429","37.7697803838233","34.4778211340833","40.2542071896761","",
"Côte d'Ivoire","CIV","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.58578582096108","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroun","CMR","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84031117989042","1.69893322797313","3.34738158133532","4.01660195474628","3.5582662860109","2.1862302903791","","","2.05842446451972","2.15687178659535","","","","","","","","","","","","","1.3742320835781","1.37765169328351","1.37597744739403","1.51018615493767","1.50845341342422","1.45660401361193","1.39488613158826","1.35365306691283","1.77182880422694","1.56336926788611","",
"Congo, République démocratique du","COD","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","2.03488372093022","1.81818181404959","1.70068027210884","2.44399185336048","2.44328097731239","2.16867469879518","2.30769230769231","1.18078175895765","1.61290322580645","1.37171888230314","1.44786300988445","","","","","","0.621077764319431","1.15712259475717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, République du","COG","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombie","COL","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.88380600227797","8.17017827781824","7.62545687056178","","","11.0353778309592","","","","","17.0399442147926","13.5665337010393","12.4582978377629","18.0018320308325","20.0750453991253","12.9823482948101","15.9108055218657","16.3921321631323","18.2137432960152","7.27819923747506","16.5323584258946","15.2069821586679","15.5678464448452","15.5763184560369","14.8008314241637",
"Comores","COM","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2077924276327","10.7363079218519","11.3080172464127","11.3063131875461","10.0138152116821","11.9658021907436","14.9766736783215","14.8332174927053","14.9439375018696","18.4502010627725","15.7845895318467","16.8733325737864","18.0838149189149","","","","","",
"Costa Rica","CRI","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","13.4920634920635","12.962962962963","15.9183673469388","21.1221122112211","21.9178082191781","16.4009111617312","23.304347826087","28.9556962025316","28.8617886178862","25.2208047105005","23.1356429829712","25.1511917467094","23.8317757009346","26.4813460131675","24.6517595307918","28.0821917808219","26.937984496124","29.6367480299827","29.80115990058","29.6948067930101","27.4975579433443","29.4792903666919","31.9568349734817","28.1492746841366","29.4928587036412","30.9026306353294","29.733529817351","31.3376148820729","33.3627828856031","33.1818144045472","33.2800665469988","32.3350639483348","31.8955073575385","31.8504724331434","30.5144885061864","29.9796454312559","30.7737574604187","33.5654699939363","35.3861393559924","35.6611209231664","35.5778747729623","35.5456930265673","36.0486990180216","34.5187043359399","34.5718793340949","36.0040475426314","33.8528951164137","33.779846704038","35.6876035358836","34.2902278681292","",
"Petits états des Caraïbes","CSS","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","2.21320230719932","1.95200632015537","2.0139549635268","1.56117221453371","0.971564714254773","2.02483126406133","","","","","","","","","","","","","","","","","","","","5.28302897231297","5.68635615839881","4.96621918048609","4.66045333833081","4.03700043739571","3.56475727649567","3.99850334947509","3.74041001984514","6.2702073803062","5.80910900624723","","5.71139597428569","6.12364165052713","6.15131626583083","6.99752934613064","9.63735243508769","9.43482028709448","9.89389315691389","12.2150734338783","","","",
"Cuba","CUB","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Îles Caïmans","CYM","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chypre","CYP","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","7.06781279847182","7.64384015917759","6.95353403141361","6.43519904220294","6.6581956797967","6.21251874062964","8.54293531021096","8.51515595255527","9.73334101249786","18.8514909949808","17.0585669534874","16.7498094644218","17.0721074200018","16.9984096855281","16.8621013133208","17.0042771228207","16.391667911005","15.2211045739229","15.4931560862953","16.2886370225161","15.4103047978498","15.6948184908363","14.9747390871108","20.5156505231557","21.1982159704949","22.0357381429526","21.6975493126121","21.1655685141468","19.4665221579961","19.5033444363203","19.3408499566349","18.9608590232075","20.6331692412154","20.6534270519543","19.1751491155029","17.1062428407789","18.2701931910109","21.9106335857301","22.069779344859","22.159959246052","21.7957228202834","20.8391972098146","20.9292554655694","21.785925842348","22.37544278839","22.8085425594733","22.7202327307655","27.0909352507167","29.5231548334295","28.4689766216438","",
"République tchèque","CZE","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9446957552011","38.7543122491375","42.3694198106118","44.4292022342204","45.7110011463876","46.162917667613","45.6678902860713","46.617915904936","45.0426000653307","46.8991631399752","42.4270434039263","44.8048143742442","46.3982251482251","46.94346098476","46.4184029217222","47.3081763787187","45.6930004722014","45.9789742169066","44.8784414918899","44.8785762930035","44.6610391189486","45.3492082975328","43.9095597606048","45.1912064097516","45.8454910467466","46.8767517723152","47.216847607623","48.4493344603199","50.7094439712812","",
"Allemagne","DEU","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","46.6237633272499","47.5563444233468","48.8861576279","50.9908787867686","52.1357906230355","51.3013636225589","51.2769580022703","51.5041576187702","53.938311917123","54.948729873984","55.0465208250943","54.7098734177217","52.1935483870969","52.1590068388099","53.005682904364","53.6163016825906","54.6855195799246","52.8752221935249","","54.2915166417845","53.6219752711077","54.9334771390787","55.0653667459692","57.0630045158123","59.2874336661076","60.0372374155075","59.5299680985827","57.9111058682497","57.0920673355896","57.8398064721459","58.287064732421","57.5288101270407","59.0213621840067","58.5229170932526","57.1958199409618","55.0778681743959","54.6729764546412","55.2768289261663","55.5444185808917","54.3104154023882","54.4081901727543","54.4392812121512","54.3522872870074","54.6848550198451","55.3206941152788","55.4846271329933","55.4233122332772","55.6581062928594","58.0574309028162","56.3289326379086","",
"Djibouti","DJI","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominique","DMA","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Danemark","DNK","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","5.07205794504182","1.6831801360869","1.63676096748777","1.72370231043486","1.66766863051581","1.75893918410521","1.68158495936482","1.91255487844833","2.23173680590989","2.67177118781397","3.50947914347771","4.78531884781885","4.67810332397444","4.55285588594769","3.62707102366985","4.5301813907188","3.20858757504824","3.33529620342932","3.75342870339241","3.79748805018921","3.84348094106837","3.89064316396105","3.89927450001919","3.45750205863287","3.38652157365773","3.42338125082375","3.32663228738747","5.08390743684861","5.47318445164348","5.41863868476772","4.0722196234246","4.04906162258017","3.71427388954609","3.40818764628386","3.31107315754552","2.9704948077455","2.92309801309648","3.04703824073287","3.0457900628415","3.01707716472279","2.72649202878498","2.43218426621339","2.22472463000114","2.33054877616661","2.27265479540097","2.14875414369165","2.1214623824488","1.95635469164527","1.99808560215977","1.83543958332735","",
"République dominicaine","DOM","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","3.93452039058013","3.93782383419689","3.38609497094771","2.82040040917726","3.3387358184765","3.27722329807836","3.68080094228504","4.057931411395","3.84818691193572","3.64800325170206","4.76423161495236","4.39014498631248","4.68910891089109","3.45770999476105","3.09653172106704","3.8662146303299","3.6599862359492","4.02860587104552","5.18095029679678","5.32501623480559","4.05312521986675","4.30236699033736","4.5088330419386","4.36688063579398","4.67162245106731","4.74082833110252","4.72399814600914","4.68885919033406","4.87750056192403","4.39743668958842","4.23834609197367","3.00307364267345","0.654008625079662","0.741261400194113","1.32906882629227","1.22710103599131","1.7573662575142","2.57541510369027","3.03987096434522","1.68438029745845","1.58006012839676","1.49885015229151","1.95463564049687","2.03291764247101","1.86152818832144","1.5518688185869","1.49840037761973","1.38324888942107","0.738490970296034","0.571273778642307","",
"Algérie","DZA","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asie de l’Est et Pacifique (hors revenu élevé)","EAP","Cotisations sociales (% des revenus)","GC.REV.SOCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
