,Country Code,Year,Death_Rate
1462,LBY,2005,4.53
1463,LCA,2005,6.924
1464,LCN,2005,5.92043035811404
1465,LDC,2005,10.5236858225461
1466,LIC,2005,11.581489607137
1467,LIE,2005,6.2
1468,LKA,2005,7.489
1469,LMC,2005,8.38017345076616
1470,LMY,2005,8.11358505779389
1471,LSO,2005,20.605
1472,LTE,2005,7.24169255058339
1473,LTU,2005,13.2
1474,LUX,2005,7.8
1475,LVA,2005,14.6
1476,MAC,2005,3.644
1477,MAF,2005,3.527
1478,MAR,2005,6.177
1479,MCO,2005,0.0
1480,MDA,2005,12.501
1481,MDG,2005,8.831
1482,MDV,2005,3.724
1483,MEA,2005,5.26759247318693
1484,MEX,2005,5.078
1485,MHL,2005,6.544
1486,MIC,2005,7.80382765109159
1487,MKD,2005,9.0
1488,MLI,2005,13.669
1489,MLT,2005,7.8
1490,MMR,2005,9.628
1491,MNA,2005,5.5541507442286
1492,MNE,2005,9.5
1493,MNG,2005,6.992
1494,MNP,2005,0.0
1495,MOZ,2005,13.753
1496,MRT,2005,8.512
1497,MUS,2005,7.0
1498,MWI,2005,14.633
1499,MYS,2005,4.516
1500,NAC,2005,8.18173706452562
1501,NAM,2005,12.954
1502,NCL,2005,4.9
1503,NER,2005,13.922
1504,NGA,2005,15.883
1505,NIC,2005,5.614
1506,NLD,2005,8.4
1507,NOR,2005,8.9
1508,NPL,2005,7.132
1509,NRU,2005,8.569
1510,NZL,2005,6.54
1511,OED,2005,8.01312125974656
1512,OMN,2005,2.914
1513,OSS,2005,10.8092646515865
1514,PAK,2005,8.402
1515,PAN,2005,4.526
1516,PER,2005,5.98
1517,PHL,2005,5.513
1518,PLW,2005,6.7
1519,PNG,2005,7.563
1520,POL,2005,9.6
1521,PRE,2005,12.6946310023574
1522,PRI,2005,7.6
1523,PRK,2005,8.501
1524,PRT,2005,10.2
1525,PRY,2005,5.6
1526,PSE,2005,4.0
1527,PSS,2005,6.27772615866517
1528,PST,2005,9.07541070043612
1529,PYF,2005,2.696
1530,QAT,2005,2.073
1531,ROU,2005,12.3
1532,RUS,2005,16.1
1533,RWA,2005,10.546
1534,SAS,2005,7.81692685848132
1535,SAU,2005,2.879
1536,SDN,2005,10.065
1537,SEN,2005,8.99
1538,SGP,2005,4.4
1539,SLB,2005,5.829
1540,SLE,2005,16.89
1541,SLV,2005,6.599
1542,SMR,2005,7.3
1543,SOM,2005,15.593
1544,SRB,2005,14.3
1545,SSA,2005,12.9411157524374
1546,SSD,2005,14.028
1547,SSF,2005,12.9405927585305
1548,SST,2005,9.68499425361141
1549,STP,2005,8.083
1550,SUR,2005,8.209
1551,SVK,2005,10.0
1552,SVN,2005,9.4
1553,SWE,2005,10.2
1554,SWZ,2005,18.845
1555,SXM,2005,3.4
1556,SYC,2005,8.1
1557,SYR,2005,3.924
1558,TCA,2005,3.802
1559,TCD,2005,16.827
1560,TEA,2005,6.59959812197805
1561,TEC,2005,11.8382301714967
1562,TGO,2005,11.071
1563,THA,2005,6.323
1564,TJK,2005,6.116
1565,TKM,2005,6.869
1566,TLA,2005,5.86752361131604
1567,TLS,2005,8.796
1568,TMN,2005,5.57087117450394
1569,TON,2005,6.648
1570,TSA,2005,7.81692685848131
1571,TSS,2005,12.9405927585305
1572,TTO,2005,6.543
1573,TUN,2005,4.937
1574,TUR,2005,5.35
1575,TUV,2005,9.902
1576,TZA,2005,10.879
1577,UGA,2005,11.637
1578,UKR,2005,16.6
1579,UMC,2005,7.22823735771496
1580,URY,2005,9.166
1581,USA,2005,8.3
1582,UZB,2005,5.4
1583,VCT,2005,6.555
1584,VEN,2005,5.189
1585,VGB,2005,4.88
1586,VIR,2005,6.1
1587,VNM,2005,5.865
1588,VUT,2005,5.751
1589,WLD,2005,8.15386538405168
1590,WSM,2005,5.171
1591,XKX,2005,5.037
1592,YEM,2005,6.413
1593,ZAF,2005,13.177
1594,ZMB,2005,12.659
1595,ZWE,2005,16.82
1596,ABW,2006,6.887
1597,AFE,2006,11.731215202071
1598,AFG,2006,9.679
1599,AFW,2006,13.6472352610825
1600,AGO,2006,13.943
1601,ALB,2006,6.477
1602,AND,2006,3.3
1603,ARB,2006,5.99436834159105
1604,ARE,2006,1.449
1605,ARG,2006,7.369
1606,ARM,2006,9.063
1607,ASM,2006,4.0
1608,ATG,2006,6.077
1609,AUS,2006,6.4
1610,AUT,2006,9.0
1611,AZE,2006,6.2
1612,BDI,2006,12.366
1613,BEL,2006,9.6
1614,BEN,2006,11.128
1615,BFA,2006,13.065
1616,BGD,2006,6.494
1617,BGR,2006,14.9
1618,BHR,2006,2.235
1619,BHS,2006,5.853
1620,BIH,2006,8.901
1621,BLR,2006,14.2
1622,BLZ,2006,5.245
1623,BMU,2006,7.1
1624,BOL,2006,8.345
1625,BRA,2006,6.123
1626,BRB,2006,9.082
1627,BRN,2006,3.491
1628,BTN,2006,7.353
1629,BWA,2006,11.883
1630,CAF,2006,16.08
1631,CAN,2006,7.0
1632,CEB,2006,11.2858738457596
1633,CHE,2006,8.1
1634,CHI,2006,8.11922229167352
1635,CHL,2006,5.352
1636,CHN,2006,6.81
1637,CIV,2006,12.753
1638,CMR,2006,12.104
1639,COD,2006,12.777
1640,COG,2006,9.439
1641,COL,2006,5.016
1642,COM,2006,9.899
1643,CPV,2006,5.601
1644,CRI,2006,4.176
1645,CSS,2006,6.86101465916385
1646,CUB,2006,7.907
1647,CUW,2006,8.0
1648,CYM,2006,3.4
1649,CYP,2006,6.796
1650,CZE,2006,10.2
1651,DEU,2006,10.0
1652,DJI,2006,9.796
1653,DMA,2006,9.544
1654,DNK,2006,10.2
1655,DOM,2006,5.873
1656,DZA,2006,4.947
1657,EAP,2006,6.82283331330444
1658,EAR,2006,7.33446441394963
1659,EAS,2006,6.86255657842283
1660,ECA,2006,11.5429973084892
1661,ECS,2006,10.3870782108553
1662,ECU,2006,4.794
1663,EGY,2006,6.151
1664,EMU,2006,9.23178802007375
1665,ERI,2006,8.439
1666,ESP,2006,8.3
1667,EST,2006,12.9
1668,ETH,2006,11.539
1669,EUU,2006,9.67583454934919
1670,FCS,2006,11.8375163772649
1671,FIN,2006,9.1
1672,FJI,2006,6.9
1673,FRA,2006,8.3
1674,FRO,2006,8.7
1675,FSM,2006,4.648
1676,GAB,2006,9.074
1677,GBR,2006,9.4
1678,GEO,2006,11.587
1679,GHA,2006,9.14
1680,GIB,2006,7.874
1681,GIN,2006,12.717
1682,GMB,2006,10.132
1683,GNB,2006,13.092
1684,GNQ,2006,11.887
1685,GRC,2006,9.6
1686,GRD,2006,7.242
1687,GRL,2006,7.8
1688,GTM,2006,5.469
1689,GUM,2006,4.437
1690,GUY,2006,7.297
1691,HIC,2006,8.25767034123297
1692,HKG,2006,5.5
1693,HND,2006,4.525
1694,HPC,2006,11.3031051533874
1695,HRV,2006,11.341
1696,HTI,2006,9.084
1697,HUN,2006,13.1
1698,IBD,2006,7.43339133375374
1699,IBT,2006,8.05510060308756
1700,IDA,2006,10.1091960584602
1701,IDB,2006,10.7827894535249
1702,IDN,2006,7.323
1703,IDX,2006,9.77215373230306
1704,IMN,2006,10.504
1705,IND,2006,7.743
1706,INX,2006,0.0
1707,IRL,2006,6.7
1708,IRN,2006,4.911
1709,IRQ,2006,7.214
1710,ISL,2006,6.3
1711,ISR,2006,5.5
1712,ITA,2006,9.6
1713,JAM,2006,6.587
1714,JOR,2006,3.635
1715,JPN,2006,8.6
1716,KAZ,2006,10.27
1717,KEN,2006,8.748
1718,KGZ,2006,7.4
1719,KHM,2006,6.809
1720,KIR,2006,7.004
1721,KNA,2006,8.65
1722,KOR,2006,5.0
1723,KWT,2006,2.036
1724,LAC,2006,5.96351162272797
1725,LAO,2006,9.096
1726,LBN,2006,4.333
1727,LBR,2006,11.171
1728,LBY,2006,4.491
1729,LCA,2006,6.95
1730,LCN,2006,5.93831899599598
1731,LDC,2006,10.1869656994281
1732,LIC,2006,11.0955174385885
1733,LIE,2006,6.3
1734,LKA,2006,7.576
1735,LMC,2006,8.22032724367568
1736,LMY,2006,8.0492730347276
1737,LSO,2006,20.884
1738,LTE,2006,7.34745735552929
1739,LTU,2006,13.7
1740,LUX,2006,8.0
1741,LVA,2006,14.9
1742,MAC,2006,3.64
1743,MAF,2006,3.542
1744,MAR,2006,6.13
1745,MCO,2006,0.0
1746,MDA,2006,12.417
1747,MDG,2006,8.476
1748,MDV,2006,3.74
1749,MEA,2006,5.23544147407393
1750,MEX,2006,5.177
1751,MHL,2006,6.643
1752,MIC,2006,7.77227213336532
1753,MKD,2006,9.1
1754,MLI,2006,13.233
1755,MLT,2006,7.9
1756,MMR,2006,9.562
1757,MNA,2006,5.54142887029085
1758,MNE,2006,9.7
1759,MNG,2006,6.875
1760,MNP,2006,0.0
1761,MOZ,2006,13.399
1762,MRT,2006,8.418
1763,MUS,2006,7.4
1764,MWI,2006,13.951
1765,MYS,2006,4.603
1766,NAC,2006,7.99156760761696
1767,NAM,2006,12.537
1768,NCL,2006,4.7
1769,NER,2006,13.174
1770,NGA,2006,15.561
1771,NIC,2006,5.357
1772,NLD,2006,8.3
1773,NOR,2006,8.9
1774,NPL,2006,7.014
1775,NRU,2006,8.555
1776,NZL,2006,6.75
1777,OED,2006,7.89263454712674
1778,OMN,2006,2.928
1779,OSS,2006,10.5216988411221
1780,PAK,2006,7.831
1781,PAN,2006,4.547
1782,PER,2006,6.177
1783,PHL,2006,5.548
1784,PLW,2006,7.2
1785,PNG,2006,7.532
1786,POL,2006,9.7
1787,PRE,2006,12.2949619125552
1788,PRI,2006,7.29
1789,PRK,2006,8.843
1790,PRT,2006,9.7
1791,PRY,2006,5.584
1792,PSE,2006,3.9
1793,PSS,2006,6.28767987124581
1794,PST,2006,8.89804974628261
1795,PYF,2006,2.791
1796,QAT,2006,1.869
1797,ROU,2006,12.2
1798,RUS,2006,15.1
1799,RWA,2006,9.803
1800,SAS,2006,7.65526247374705
1801,SAU,2006,2.797
1802,SDN,2006,8.705
1803,SEN,2006,8.577
1804,SGP,2006,4.4
1805,SLB,2006,5.797
1806,SLE,2006,16.096
1807,SLV,2006,6.705
1808,SMR,2006,7.5
1809,SOM,2006,15.566
1810,SRB,2006,13.88
1811,SSA,2006,12.506290999096
1812,SSD,2006,13.533
1813,SSF,2006,12.5057858003058
1814,SST,2006,9.48275443963116
1815,STP,2006,7.699
1816,SUR,2006,7.954
1817,SVK,2006,9.9
1818,SVN,2006,9.1
1819,SWE,2006,10.0
1820,SWZ,2006,18.174
1821,SXM,2006,3.6
1822,SYC,2006,7.8
1823,SYR,2006,3.775
1824,TCA,2006,4.108
1825,TCD,2006,16.707
1826,TEA,2006,6.79690348847
1827,TEC,2006,11.4118394860866
1828,TGO,2006,10.919
1829,THA,2006,6.033
1830,TJK,2006,5.958
1831,TKM,2006,6.769
1832,TLA,2006,5.8868841145517
1833,TLS,2006,8.504
1834,TMN,2006,5.55920276899564
1835,TON,2006,6.627
1836,TSA,2006,7.65526247374705
1837,TSS,2006,12.5057858003058
1838,TTO,2006,6.744
1839,TUN,2006,5.007
1840,TUR,2006,5.33
1841,TUV,2006,9.892
1842,TZA,2006,10.522
1843,UGA,2006,10.77
1844,UKR,2006,16.2
1845,UMC,2006,7.32062873356007
1846,URY,2006,9.206
1847,USA,2006,8.1
1848,UZB,2006,5.3
1849,VCT,2006,6.47
1850,VEN,2006,5.289
1851,VGB,2006,4.946
1852,VIR,2006,5.8
1853,VNM,2006,5.927
1854,VUT,2006,5.793
1855,WLD,2006,8.0739740695516
1856,WSM,2006,5.169
1857,XKX,2006,5.172
1858,YEM,2006,6.208
1859,ZAF,2006,13.234
1860,ZMB,2006,11.933
1861,ZWE,2006,16.436
1862,ABW,2007,6.958
1863,AFE,2007,11.2880673010023
1864,AFG,2007,9.359
1865,AFW,2007,13.3531705711484
1866,AGO,2007,13.133
1867,ALB,2007,6.318
1868,AND,2007,2.8
1869,ARB,2007,5.8813489301434
1870,ARE,2007,1.229
1871,ARG,2007,7.748
1872,ARM,2007,9.117
1873,ASM,2007,0.0
1874,ATG,2007,5.914
1875,AUS,2007,6.7
1876,AUT,2007,9.0
1877,AZE,2007,6.3
1878,BDI,2007,11.871
1879,BEL,2007,9.5
1880,BEN,2007,10.961
1881,BFA,2007,12.633
1882,BGD,2007,6.793
1883,BGR,2007,15.0
1884,BHR,2007,2.108
1885,BHS,2007,6.024
1886,BIH,2007,9.383
1887,BLR,2007,13.7
1888,BLZ,2007,5.067
1889,BMU,2007,7.0
1890,BOL,2007,8.204
1891,BRA,2007,6.119
1892,BRB,2007,8.985
1893,BRN,2007,3.551
1894,BTN,2007,7.166
1895,BWA,2007,10.935
1896,CAF,2007,15.696
1897,CAN,2007,7.1
1898,CEB,2007,11.3894110866263
1899,CHE,2007,8.1
1900,CHI,2007,7.89035731767009
1901,CHL,2007,5.754
1902,CHN,2007,6.93
1903,CIV,2007,12.364
1904,CMR,2007,11.886
1905,COD,2007,12.529
1906,COG,2007,9.059
1907,COL,2007,4.993
1908,COM,2007,9.819
1909,CPV,2007,5.636
1910,CRI,2007,4.304
1911,CSS,2007,6.78509865636945
1912,CUB,2007,8.001
1913,CUW,2007,7.9
1914,CYM,2007,3.0
1915,CYP,2007,6.598
1916,CZE,2007,10.2
1917,DEU,2007,10.1
1918,DJI,2007,9.643
1919,DMA,2007,10.477
1920,DNK,2007,10.2
1921,DOM,2007,5.859
1922,DZA,2007,4.945
1923,EAP,2007,6.9060083833436
1924,EAR,2007,7.26625808340881
1925,EAS,2007,6.9537471676739
1926,ECA,2007,11.3151283057747
1927,ECS,2007,10.3304523118979
1928,ECU,2007,4.817
1929,EGY,2007,6.128
1930,EMU,2007,9.31910396670468
1931,ERI,2007,8.192
1932,ESP,2007,8.5
1933,EST,2007,13.0
1934,ETH,2007,10.807
1935,EUU,2007,9.75903747586982
1936,FCS,2007,11.5609439513174
1937,FIN,2007,9.3
1938,FJI,2007,7.052
1939,FRA,2007,8.3
1940,FRO,2007,7.9
1941,FSM,2007,4.676
1942,GAB,2007,8.924
1943,GBR,2007,9.4
1944,GEO,2007,11.876
1945,GHA,2007,9.026
1946,GIB,2007,9.186
1947,GIN,2007,12.427
1948,GMB,2007,9.856
1949,GNB,2007,12.55
1950,GNQ,2007,11.706
1951,GRC,2007,9.9
1952,GRD,2007,7.005
1953,GRL,2007,8.0
1954,GTM,2007,5.419
1955,GUM,2007,4.566
1956,GUY,2007,7.16
1957,HIC,2007,8.28830693830697
1958,HKG,2007,5.7
1959,HND,2007,4.5
1960,HPC,2007,10.9072374347468
1961,HRV,2007,11.798
1962,HTI,2007,8.937
1963,HUN,2007,13.2
1964,IBD,2007,7.42331185598784
1965,IBT,2007,8.00691712119418
1966,IDA,2007,9.9091252698321
1967,IDB,2007,10.6414161998093
1968,IDN,2007,7.314
1969,IDX,2007,9.54257746191292
1970,IMN,2007,10.5
1971,IND,2007,7.642
1972,INX,2007,0.0
1973,IRL,2007,6.4
1974,IRN,2007,4.838
1975,IRQ,2007,7.214
1976,ISL,2007,6.2
1977,ISR,2007,5.6
1978,ITA,2007,9.8
1979,JAM,2007,6.501
1980,JOR,2007,3.625
1981,JPN,2007,8.8
1982,KAZ,2007,10.22
1983,KEN,2007,8.457
1984,KGZ,2007,7.2
1985,KHM,2007,6.63
1986,KIR,2007,7.064
1987,KNA,2007,8.73
1988,KOR,2007,5.0
1989,KWT,2007,2.014
1990,LAC,2007,6.02195679760985
1991,LAO,2007,8.785
1992,LBN,2007,4.093
1993,LBR,2007,10.765
1994,LBY,2007,4.504
1995,LCA,2007,7.019
1996,LCN,2007,6.00104311828719
1997,LDC,2007,9.93388761776908
1998,LIC,2007,10.6946103307197
1999,LIE,2007,6.4
2000,LKA,2007,7.631
2001,LMC,2007,8.13776099571645
2002,LMY,2007,8.0000686072908
2003,LSO,2007,20.662
2004,LTE,2007,7.38981519206267
2005,LTU,2007,14.1
2006,LUX,2007,8.1
2007,LVA,2007,15.0
2008,MAC,2007,3.62
2009,MAF,2007,3.569
2010,MAR,2007,6.068
2011,MCO,2007,0.0
2012,MDA,2007,12.21
2013,MDG,2007,8.257
2014,MDV,2007,3.622
2015,MEA,2007,5.15369973247033
2016,MEX,2007,5.302
2017,MHL,2007,6.744
2018,MIC,2007,7.75063478855828
2019,MKD,2007,9.6
2020,MLI,2007,12.929
2021,MLT,2007,7.6
2022,MMR,2007,9.409
2023,MNA,2007,5.47499966035588
2024,MNE,2007,9.7
2025,MNG,2007,6.843
2026,MNP,2007,0.0
2027,MOZ,2007,12.93
2028,MRT,2007,8.275
2029,MUS,2007,6.9
2030,MWI,2007,13.496
2031,MYS,2007,4.705
2032,NAC,2007,7.91123180319938
2033,NAM,2007,12.046
2034,NCL,2007,5.0
2035,NER,2007,12.477
2036,NGA,2007,15.322
2037,NIC,2007,5.105
2038,NLD,2007,8.1
2039,NOR,2007,8.9
2040,NPL,2007,6.893
2041,NRU,2007,8.581
2042,NZL,2007,6.75
2043,OED,2007,7.93562859213829
2044,OMN,2007,2.976
2045,OSS,2007,10.1281773339413
2046,PAK,2007,7.798
2047,PAN,2007,4.586
2048,PER,2007,6.416
2049,PHL,2007,5.529
2050,PLW,2007,7.5
2051,PNG,2007,7.501
2052,POL,2007,9.9
2053,PRE,2007,11.9671392244218
2054,PRI,2007,7.44
2055,PRK,2007,9.148
2056,PRT,2007,9.8
2057,PRY,2007,5.545
2058,PSE,2007,3.675
2059,PSS,2007,6.37859363104078
2060,PST,2007,8.93625091176578
2061,PYF,2007,2.849
2062,QAT,2007,1.673
2063,ROU,2007,12.1
2064,RUS,2007,14.6
2065,RWA,2007,9.186
2066,SAS,2007,7.59709399149657
2067,SAU,2007,2.719
2068,SDN,2007,8.319
2069,SEN,2007,8.178
2070,SGP,2007,4.5
2071,SLB,2007,5.863
2072,SLE,2007,15.345
2073,SLV,2007,6.814
2074,SMR,2007,7.2
2075,SOM,2007,15.542
2076,SRB,2007,13.92
2077,SSA,2007,12.1237955999368
2078,SSD,2007,12.916
2079,SSF,2007,12.1232997123338
2080,SST,2007,9.20051106555579
2081,STP,2007,7.477
2082,SUR,2007,7.69
2083,SVK,2007,10.0
2084,SVN,2007,9.2
2085,SWE,2007,10.0
2086,SWZ,2007,17.861
2087,SXM,2007,3.2
2088,SYC,2007,7.4
2089,SYR,2007,3.67
2090,TCA,2007,4.67
2091,TCD,2007,16.301
2092,TEA,2007,6.87730647658422
2093,TEC,2007,11.2339730758381
2094,TGO,2007,10.775
2095,THA,2007,6.122
2096,TJK,2007,5.936
2097,TKM,2007,6.691
2098,TLA,2007,5.94893736202053
2099,TLS,2007,8.274
2100,TMN,2007,5.49462027277707
2101,TON,2007,6.588
2102,TSA,2007,7.59709399149657
2103,TSS,2007,12.1232997123338
2104,TTO,2007,6.717
2105,TUN,2007,5.076
2106,TUR,2007,5.288
2107,TUV,2007,9.915
2108,TZA,2007,10.154
2109,UGA,2007,10.157
2110,UKR,2007,16.4
2111,UMC,2007,7.35674016400577
2112,URY,2007,9.249
2113,USA,2007,8.0
2114,UZB,2007,5.1
2115,VCT,2007,6.319
2116,VEN,2007,5.242
2117,VGB,2007,5.018
2118,VIR,2007,6.7
2119,VNM,2007,5.966
2120,VUT,2007,5.832
2121,WLD,2007,8.03831004524918
2122,WSM,2007,5.221
2123,XKX,2007,4.864
2124,YEM,2007,5.954
2125,ZAF,2007,12.973
2126,ZMB,2007,11.351
2127,ZWE,2007,16.27
2128,ABW,2008,7.179
2129,AFE,2008,10.8631297240559
2130,AFG,2008,8.832
2131,AFW,2008,13.0872625099774
2132,AGO,2008,12.478
2133,ALB,2008,6.57
2134,AND,2008,2.8
2135,ARB,2008,5.76297990242594
2136,ARE,2008,1.011
2137,ARG,2008,7.467
2138,ARM,2008,9.387
2139,ASM,2008,0.0
2140,ATG,2008,5.813
2141,AUS,2008,6.7
2142,AUT,2008,9.0
2143,AZE,2008,6.0
2144,BDI,2008,11.316
2145,BEL,2008,9.8
2146,BEN,2008,10.798
2147,BFA,2008,12.022
2148,BGD,2008,6.701
2149,BGR,2008,14.8
2150,BHR,2008,2.002
2151,BHS,2008,6.128
2152,BIH,2008,9.103
2153,BLR,2008,13.8
2154,BLZ,2008,4.935
2155,BMU,2008,6.8
2156,BOL,2008,7.995
2157,BRA,2008,6.106
2158,BRB,2008,9.026
2159,BRN,2008,3.615
2160,BTN,2008,7.009
2161,BWA,2008,10.253
2162,CAF,2008,15.313
2163,CAN,2008,7.2
2164,CEB,2008,11.3721251360797
2165,CHE,2008,8.0
2166,CHI,2008,7.87829745913578
2167,CHL,2008,5.557
2168,CHN,2008,7.06
2169,CIV,2008,11.952
2170,CMR,2008,11.583
2171,COD,2008,12.275
2172,COG,2008,8.689
2173,COL,2008,4.947
2174,COM,2008,9.677
2175,CPV,2008,6.15
2176,CRI,2008,4.421
2177,CSS,2008,6.8003011899033
2178,CUB,2008,8.096
2179,CUW,2008,8.6
2180,CYM,2008,3.0
2181,CYP,2008,6.599
2182,CZE,2008,10.1
2183,DEU,2008,10.3
2184,DJI,2008,9.487
2185,DMA,2008,9.845
2186,DNK,2008,9.9
2187,DOM,2008,5.831
2188,DZA,2008,4.91
2189,EAP,2008,7.08314835928564
2190,EAR,2008,7.24483332943653
2191,EAS,2008,7.12992436170931
2192,ECA,2008,11.2011432011195
2193,ECS,2008,10.3112253328185
2194,ECU,2008,4.847
2195,EGY,2008,6.08
2196,EMU,2008,9.40011983869802
2197,ERI,2008,7.989
2198,ESP,2008,8.4
2199,EST,2008,12.5
2200,ETH,2008,10.143
2201,EUU,2008,9.81837931582117
2202,FCS,2008,11.474301183963
2203,FIN,2008,9.2
2204,FJI,2008,7.141
2205,FRA,2008,8.5
2206,FRO,2008,7.9
2207,FSM,2008,4.657
2208,GAB,2008,8.686
2209,GBR,2008,9.4
2210,GEO,2008,12.318
2211,GHA,2008,8.905
2212,GIB,2008,8.15
2213,GIN,2008,12.12
2214,GMB,2008,9.432
2215,GNB,2008,12.15
2216,GNQ,2008,11.508
2217,GRC,2008,9.7
2218,GRD,2008,6.963
2219,GRL,2008,7.6
2220,GTM,2008,5.377
2221,GUM,2008,4.648
2222,GUY,2008,7.288
2223,HIC,2008,8.35333599907049
2224,HKG,2008,6.0
2225,HND,2008,4.5
2226,HPC,2008,10.5328846201619
2227,HRV,2008,11.8
2228,HTI,2008,8.853
2229,HUN,2008,13.0
2230,IBD,2008,7.43010809358876
2231,IBT,2008,7.9900516561637
2232,IDA,2008,9.79151905533119
2233,IDB,2008,10.4969531052571
2234,IDN,2008,7.41
2235,IDX,2008,9.43788332170867
2236,IMN,2008,10.32
2237,IND,2008,7.558
2238,INX,2008,0.0
2239,IRL,2008,6.3
2240,IRN,2008,5.041
2241,IRQ,2008,6.65
2242,ISL,2008,6.3
2243,ISR,2008,5.4
2244,ITA,2008,9.9
2245,JAM,2008,6.429
2246,JOR,2008,3.621
2247,JPN,2008,9.1
2248,KAZ,2008,9.74
2249,KEN,2008,8.087
2250,KGZ,2008,7.1
2251,KHM,2008,6.418
2252,KIR,2008,7.102
2253,KNA,2008,8.832
2254,KOR,2008,5.0
2255,KWT,2008,1.997
2256,LAC,2008,6.01858016720968
2257,LAO,2008,8.539
2258,LBN,2008,4.026
2259,LBR,2008,10.421
2260,LBY,2008,4.42
2261,LCA,2008,7.118
2262,LCN,2008,6.01199010776247
2263,LDC,2008,9.81474533659877
2264,LIC,2008,10.3372514240519
2265,LIE,2008,5.8
2266,LKA,2008,7.77
2267,LMC,2008,8.10409169918465
2268,LMY,2008,7.98175422981019
2269,LSO,2008,20.417
2270,LTE,2008,7.45784184183408
2271,LTU,2008,13.7
2272,LUX,2008,7.4
2273,LVA,2008,14.2
2274,MAC,2008,3.577
2275,MAF,2008,3.602
2276,MAR,2008,6.018
2277,MCO,2008,0.0
2278,MDA,2008,12.033
2279,MDG,2008,8.066
2280,MDV,2008,3.387
2281,MEA,2008,5.09025963812549
2282,MEX,2008,5.426
2283,MHL,2008,6.831
2284,MIC,2008,7.76000277094807
2285,MKD,2008,9.3
2286,MLI,2008,12.609
2287,MLT,2008,7.9
2288,MMR,2008,12.149
2289,MNA,2008,5.4373561136256
2290,MNE,2008,9.3
2291,MNG,2008,6.817
2292,MNP,2008,0.0
2293,MOZ,2008,12.536
2294,MRT,2008,8.204
2295,MUS,2008,7.2
2296,MWI,2008,12.96
2297,MYS,2008,4.817
2298,NAC,2008,8.01106492074777
2299,NAM,2008,11.61
2300,NCL,2008,4.8
2301,NER,2008,11.812
2302,NGA,2008,15.161
2303,NIC,2008,4.808
2304,NLD,2008,8.2
2305,NOR,2008,8.7
2306,NPL,2008,6.943
2307,NRU,2008,8.515
2308,NZL,2008,6.85
2309,OED,2008,8.01184867696087
2310,OMN,2008,2.973
2311,OSS,2008,9.79197868953312
2312,PAK,2008,7.733
2313,PAN,2008,4.651
2314,PER,2008,6.605
2315,PHL,2008,5.559
2316,PLW,2008,8.4
2317,PNG,2008,7.287
2318,POL,2008,10.0
2319,PRE,2008,11.6379538088175
2320,PRI,2008,7.61
2321,PRK,2008,9.338
2322,PRT,2008,9.9
2323,PRY,2008,5.529
2324,PSE,2008,3.566
2325,PSS,2008,6.39435735725332
2326,PST,2008,9.01506600752289
2327,PYF,2008,2.839
2328,QAT,2008,1.517
2329,ROU,2008,12.3
2330,RUS,2008,14.5
2331,RWA,2008,8.64
2332,SAS,2008,7.51308481697119
2333,SAU,2008,2.643
2334,SDN,2008,8.381
2335,SEN,2008,7.831
2336,SGP,2008,4.4
2337,SLB,2008,5.714
2338,SLE,2008,14.546
2339,SLV,2008,6.74
2340,SMR,2008,6.0
2341,SOM,2008,15.096
2342,SRB,2008,13.97
2343,SSA,2008,11.7634662437386
2344,SSD,2008,12.465
2345,SSF,2008,11.7630314373619
2346,SST,2008,8.97104288479538
2347,STP,2008,7.26
2348,SUR,2008,7.452
2349,SVK,2008,9.9
2350,SVN,2008,9.1
2351,SWE,2008,9.9
2352,SWZ,2008,17.525
2353,SXM,2008,3.8
2354,SYC,2008,7.6
2355,SYR,2008,3.721
2356,TCA,2008,4.687
2357,TCD,2008,16.007
2358,TEA,2008,7.05436417332292
2359,TEC,2008,11.1540349295185
2360,TGO,2008,10.663
2361,THA,2008,6.189
2362,TJK,2008,5.816
2363,TKM,2008,6.562
2364,TLA,2008,5.95742295228547
2365,TLS,2008,8.096
2366,TMN,2008,5.45793107786183
2367,TON,2008,6.581
2368,TSA,2008,7.51308481697119
2369,TSS,2008,11.7630314373619
2370,TTO,2008,6.983
2371,TUN,2008,5.169
2372,TUR,2008,5.292
2373,TUV,2008,9.935
2374,TZA,2008,9.825
2375,UGA,2008,9.687
2376,UKR,2008,16.3
2377,UMC,2008,7.40686317202766
2378,URY,2008,9.29
2379,USA,2008,8.1
2380,UZB,2008,5.1
2381,VCT,2008,6.337
2382,VEN,2008,5.6
2383,VGB,2008,5.175
2384,VIR,2008,6.7
2385,VNM,2008,6.066
2386,VUT,2008,5.876
2387,WLD,2008,8.03557815891066
2388,WSM,2008,5.238
2389,XKX,2008,4.596
2390,YEM,2008,5.77
2391,ZAF,2008,12.543
2392,ZMB,2008,10.67
2393,ZWE,2008,15.604
2394,ABW,2009,7.094
2395,AFE,2009,10.361905180101
2396,AFG,2009,8.535
2397,AFW,2009,12.7510675864292
2398,AGO,2009,11.788
2399,ALB,2009,6.81
2400,AND,2009,3.2
2401,ARB,2009,5.58475415377825
2402,ARE,2009,0.867
2403,ARG,2009,7.41
2404,ARM,2009,9.356
2405,ASM,2009,0.0
2406,ATG,2009,5.727
2407,AUS,2009,6.5
2408,AUT,2009,9.3
2409,AZE,2009,5.9
2410,BDI,2009,10.92
2411,BEL,2009,9.6
2412,BEN,2009,10.7
